-14.300000, -14.300000, -56.795730
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
-49.499857, -48.271545, -69.645167
-58.017430, -36.997580, -109.784926
-46.607286, -49.018449, -24.260356
-42.775642, -57.287859, -44.766458
-67.006964, -59.777173, -68.815182
-69.881100, -47.766742, -110.186941
-64.137943, -65.215815, -35.036799
-53.805370, -70.302669, -107.619826
-53.039586, -55.245541, -52.983661
-53.217852, -53.035984, -107.422456
-51.904301, -50.922507, -57.754627
-51.133060, -50.500911, -50.405200
-47.275895, -47.059116, -111.000750
-46.835163, -46.163771, -109.481605
-44.242602, -43.989741, -48.330398
-42.774017, -43.183872, -42.482708
-32.619013, -32.015799, -31.982851
-33.636171, -34.468376, -37.266682
-34.839471, -35.383237, -36.510045
-35.452330, -35.809507, -35.487532
-28.193143, -27.960244, -83.405695
-26.204813, -26.168438, -87.831636
-25.952624, -26.091349, -26.335191
-25.877918, -26.149283, -29.037724
-12.059211, -12.181918, -11.987938
-12.480881, -12.179290, -15.450956
-13.016804, -13.450379, -13.349179
-13.676775, -13.967015, -14.373626
-9.398813, -9.961961, -46.636932
-8.247258, -8.547629, -64.861148
-7.201736, -6.800844, -6.466208
-16.120534, -6.964417, -6.651146
-4.922332, -4.806111, -53.361586
-4.206710, -3.977961, -15.113161
-3.937368, -3.920493, -3.742714
-4.652260, -4.486425, -4.758793
-2.158464, -1.753683, -11.388500
-2.101586, -2.286142, -2.021218
-2.443631, -2.444026, -21.638133
-2.905589, -1.989449, -0.395025
-0.333934, -1.934702, -21.638150
-1.101847, 1.423825, -1.399782
-0.330000, -0.330000, 38.794909
11.752153, -1.659627, -30.862774
44.232510, 2.602225, -3.207802
-0.619093, 32.034501, -11.388500
2.953657, 16.146189, 94.537300
71.322364, 2.005857, -54.693367
274.901091, 116.373033, 8.325646
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
-43.869202, -42.336555, -46.213642
-43.082800, -43.060741, -43.390970
-45.258272, -45.529622, -98.929875
-46.150158, -45.759347, -111.532782
-29.355111, -29.218403, -38.200765
-28.480241, -28.260751, -26.869169
-29.326985, -29.105696, -86.152346
-30.723293, -30.567355, -96.564736
-8.231762, -5.988992, -16.291260
-6.106707, -6.588795, -6.288718
-7.521963, -8.506981, -37.101733
-9.612273, -9.285107, -59.402268
-52.200877, -64.583888, -107.329626
-59.466157, -62.198811, -53.422794
-63.872760, -53.090601, -103.652053
-56.319820, -58.987435, -42.739398
-36.085072, -37.708023, -108.408992
-36.765465, -36.916410, -65.738880
-36.584607, -36.516734, -110.785385
-38.700475, -39.602225, -36.552447
-27.162147, -27.525868, -105.680540
-27.364443, -27.264202, -38.155325
-27.320555, -26.524482, -107.338216
-34.162143, -27.899350, -14.592417
2.263286, -3.409394, -90.377661
3.614117, -4.008570, -10.125202
-5.643754, 2.964084, -81.091417
0.768087, 0.737913, 23.530664
17.486783, 14.749458, 55.706965
32.863969, 12.591272, 4.170739
16.955712, 15.181435, -73.433681
13.277883, 52.760795, -113.827200
45.743263, 45.823952, 107.587808
51.371539, 5.961859, -34.229192
3.994048, 30.799047, 3.669905
8.540830, 51.433230, -47.276563
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
